,target,source,targ_word,src_word,alternatives,analogy_type
43,d e f g,d e f h,p q r s,p q r t,,letter_analogy_succ
44,o p q r,o p q s,i j k l,i j k m,,letter_analogy_succ
45,b c d e,b c d f,h i j k,h i j l,,letter_analogy_succ
46,u v w x,u v w y,f g h i,f g h j,,letter_analogy_succ
47,m n o p,m n o q,t u v w,t u v x,,letter_analogy_succ
48,h i j k,h i j l,j k l m,j k l n,,letter_analogy_succ
49,j k l m,j k l n,k l m n,k l m o,,letter_analogy_succ
50,m n o p,m n o q,v w x y,v w x z,,letter_analogy_succ
51,p q r s,p q r t,q r s t,q r s u,,letter_analogy_succ
52,n o p q,n o p r,v w x y,v w x z,,letter_analogy_succ
53,j k l m,j k l n,c d e f,c d e g,,letter_analogy_succ
54,e f g h,e f g i,t u v w,t u v x,,letter_analogy_succ
55,b c d e,b c d f,k l m n,k l m o,,letter_analogy_succ
56,u v w x,u v w y,m n o p,m n o q,,letter_analogy_succ
57,i j k l,i j k m,a b c d,a b c e,,letter_analogy_succ
58,d e f g,d e f h,t u v w,t u v x,,letter_analogy_succ
59,u v w x,u v w y,r s t u,r s t v,,letter_analogy_succ
60,p q r s,p q r t,m n o p,m n o q,,letter_analogy_succ
61,g h i j,g h i k,q r s t,q r s u,,letter_analogy_succ
62,g h i j,g h i k,n o p q,n o p r,,letter_analogy_succ
63,s t u v,s t u w,r s t u,r s t v,,letter_analogy_succ
64,i j k l,i j k m,v w x y,v w x z,,letter_analogy_succ
65,k l m n,k l m o,f g h i,f g h j,,letter_analogy_succ
66,r s t u,r s t v,q r s t,q r s u,,letter_analogy_succ
67,s t u v,s t u w,e f g h,e f g i,,letter_analogy_succ
68,s t u v,s t u w,p q r s,p q r t,,letter_analogy_succ
69,k l m n,k l m o,b c d e,b c d f,,letter_analogy_succ
70,g h i j,g h i k,l m n o,l m n p,,letter_analogy_succ
71,g h i j,g h i k,v w x y,v w x z,,letter_analogy_succ
72,i j k l,i j k m,f g h i,f g h j,,letter_analogy_succ
73,s t u v,s t u w,j k l m,j k l n,,letter_analogy_succ
74,p q r s,p q r t,r s t u,r s t v,,letter_analogy_succ
75,s t u v,s t u w,v w x y,v w x z,,letter_analogy_succ
76,q r s t,q r s u,i j k l,i j k m,,letter_analogy_succ
77,f g h i,f g h j,a b c d,a b c e,,letter_analogy_succ
78,l m n o,l m n p,g h i j,g h i k,,letter_analogy_succ
79,r s t u,r s t v,o p q r,o p q s,,letter_analogy_succ
80,t u v w,t u v x,v w x y,v w x z,,letter_analogy_succ
81,m n o p,m n o q,k l m n,k l m o,,letter_analogy_succ
82,t u v w,t u v x,a b c d,a b c e,,letter_analogy_succ
83,s t u v,s t u w,h i j k,h i j l,,letter_analogy_succ
84,e f g h,e f g i,f g h i,f g h j,,letter_analogy_succ
85,v w x y,v w x z,u v w x,u v w y,,letter_analogy_succ
86,a b c d,a b c e,t u v w,t u v x,,letter_analogy_succ
87,i j k l,i j k m,s t u v,s t u w,,letter_analogy_succ
88,g h i j,g h i k,d e f g,d e f h,,letter_analogy_succ
89,h i j k,h i j l,v w x y,v w x z,,letter_analogy_succ
90,l m n o,l m n p,j k l m,j k l n,,letter_analogy_succ
91,m n o p,m n o q,i j k l,i j k m,,letter_analogy_succ
92,d e f g,d e f h,i j k l,i j k m,,letter_analogy_succ
93,a b c d,a b c e,m n o p,m n o q,,letter_analogy_succ
94,a b c d,a b c e,g h i j,g h i k,,letter_analogy_succ
95,p q r s,p q r t,b c d e,b c d f,,letter_analogy_succ
96,r s t u,r s t v,n o p q,n o p r,,letter_analogy_succ
97,k l m n,k l m o,m n o p,m n o q,,letter_analogy_succ
98,v w x y,v w x z,b c d e,b c d f,,letter_analogy_succ
99,e f g h,e f g i,i j k l,i j k m,,letter_analogy_succ
