,target,source,targ_word,src_word,alternatives,analogy_type
77,k l m m n o,k l m n o,4 5 5 6 7 8,4 5 6 7 8,,letter_analogy_letter2num
78,n o p q,n o p r,10 11 12 13,10 11 12 14,,letter_analogy_letter2num
79,k l m n,k l m n o,13 14 15 16,13 14 15 16 17,,letter_analogy_letter2num
80,u v v w x y,u v w x y,18 19 20 21 21 22,18 19 20 21 22,,letter_analogy_letter2num
81,b c d d e f,b c d e f,15 16 17 18 19 19,15 16 17 18 19,,letter_analogy_letter2num
82,e f g h i i,e f g h i,12 13 14 15 15 16,12 13 14 15 16,,letter_analogy_letter2num
83,f g i h j,f g h i j,19 18 20 21 22,18 19 20 21 22,,letter_analogy_letter2num
84,u v w x,u v w x y,18 19 20 21,18 19 20 21 22,,letter_analogy_letter2num
85,e f g h,e f g h i,3 4 5 6,3 4 5 6 7,,letter_analogy_letter2num
86,d e f h g,d e f g h,14 13 15 16 17,13 14 15 16 17,,letter_analogy_letter2num
87,l m n o,l m n o p,11 12 13 14,11 12 13 14 15,,letter_analogy_letter2num
88,j k l m,j k l n,9 10 11 12,9 10 11 13,,letter_analogy_letter2num
89,n o p q,n o p q r,6 7 8 9,6 7 8 9 10,,letter_analogy_letter2num
90,d e f g,d e f g h,11 12 13 14,11 12 13 14 15,,letter_analogy_letter2num
91,h i j k l l,h i j k l,4 5 6 6 7 8,4 5 6 7 8,,letter_analogy_letter2num
92,v w x y,v w x z,15 16 17 18,15 16 17 19,,letter_analogy_letter2num
93,c b d e f,b c d e f,6 10 8 9 7,6 7 8 9 10,,letter_analogy_letter2num
94,c d e f h,c d e f g,14 15 11 17 18,14 15 16 17 18,,letter_analogy_letter2num
95,l m n o,l m n p,15 16 17 18,15 16 17 19,,letter_analogy_letter2num
96,i j k w m,i j k l m,10 11 7 13 14,10 11 12 13 14,,letter_analogy_letter2num
97,l m n o,k m n o,6 7 8 9,5 7 8 9,,letter_analogy_letter2num
98,i i j k l m,i j k l m,21 22 23 23 24 25,21 22 23 24 25,,letter_analogy_letter2num
99,k l m d o,k l m n o,11 20 21 22 23,19 20 21 22 23,,letter_analogy_letter2num
