,target,source,targ_word,src_word,alternatives,analogy_type
36,a b c d,a b c d e,i j k l,i j k l m,,letter_analogy_add_letter
37,u v w x,u v w x y,p q r s,p q r s t,,letter_analogy_add_letter
38,i j k l,i j k l m,n o p q,n o p q r,,letter_analogy_add_letter
39,a b c d,a b c d e,u v w x,u v w x y,,letter_analogy_add_letter
40,r s t u,r s t u v,o p q r,o p q r s,,letter_analogy_add_letter
41,p q r s,p q r s t,b c d e,b c d e f,,letter_analogy_add_letter
42,v w x y,v w x y z,r s t u,r s t u v,,letter_analogy_add_letter
43,s t u v,s t u v w,r s t u,r s t u v,,letter_analogy_add_letter
44,s t u v,s t u v w,l m n o,l m n o p,,letter_analogy_add_letter
45,i j k l,i j k l m,a b c d,a b c d e,,letter_analogy_add_letter
46,c d e f,c d e f g,j k l m,j k l m n,,letter_analogy_add_letter
47,k l m n,k l m n o,r s t u,r s t u v,,letter_analogy_add_letter
48,l m n o,l m n o p,v w x y,v w x y z,,letter_analogy_add_letter
49,o p q r,o p q r s,e f g h,e f g h i,,letter_analogy_add_letter
50,q r s t,q r s t u,r s t u,r s t u v,,letter_analogy_add_letter
51,a b c d,a b c d e,e f g h,e f g h i,,letter_analogy_add_letter
52,s t u v,s t u v w,j k l m,j k l m n,,letter_analogy_add_letter
53,v w x y,v w x y z,h i j k,h i j k l,,letter_analogy_add_letter
54,j k l m,j k l m n,n o p q,n o p q r,,letter_analogy_add_letter
55,v w x y,v w x y z,p q r s,p q r s t,,letter_analogy_add_letter
56,o p q r,o p q r s,b c d e,b c d e f,,letter_analogy_add_letter
57,a b c d,a b c d e,k l m n,k l m n o,,letter_analogy_add_letter
58,s t u v,s t u v w,m n o p,m n o p q,,letter_analogy_add_letter
59,f g h i,f g h i j,n o p q,n o p q r,,letter_analogy_add_letter
60,t u v w,t u v w x,i j k l,i j k l m,,letter_analogy_add_letter
61,v w x y,v w x y z,i j k l,i j k l m,,letter_analogy_add_letter
62,k l m n,k l m n o,b c d e,b c d e f,,letter_analogy_add_letter
63,i j k l,i j k l m,d e f g,d e f g h,,letter_analogy_add_letter
64,c d e f,c d e f g,p q r s,p q r s t,,letter_analogy_add_letter
65,c d e f,c d e f g,b c d e,b c d e f,,letter_analogy_add_letter
66,j k l m,j k l m n,s t u v,s t u v w,,letter_analogy_add_letter
67,b c d e,b c d e f,f g h i,f g h i j,,letter_analogy_add_letter
68,o p q r,o p q r s,d e f g,d e f g h,,letter_analogy_add_letter
69,f g h i,f g h i j,u v w x,u v w x y,,letter_analogy_add_letter
70,t u v w,t u v w x,p q r s,p q r s t,,letter_analogy_add_letter
71,i j k l,i j k l m,q r s t,q r s t u,,letter_analogy_add_letter
72,k l m n,k l m n o,p q r s,p q r s t,,letter_analogy_add_letter
73,u v w x,u v w x y,q r s t,q r s t u,,letter_analogy_add_letter
74,l m n o,l m n o p,u v w x,u v w x y,,letter_analogy_add_letter
75,q r s t,q r s t u,l m n o,l m n o p,,letter_analogy_add_letter
76,l m n o,l m n o p,s t u v,s t u v w,,letter_analogy_add_letter
77,i j k l,i j k l m,j k l m,j k l m n,,letter_analogy_add_letter
78,i j k l,i j k l m,t u v w,t u v w x,,letter_analogy_add_letter
79,o p q r,o p q r s,h i j k,h i j k l,,letter_analogy_add_letter
80,d e f g,d e f g h,o p q r,o p q r s,,letter_analogy_add_letter
81,b c d e,b c d e f,c d e f,c d e f g,,letter_analogy_add_letter
82,l m n o,l m n o p,i j k l,i j k l m,,letter_analogy_add_letter
83,f g h i,f g h i j,m n o p,m n o p q,,letter_analogy_add_letter
84,e f g h,e f g h i,t u v w,t u v w x,,letter_analogy_add_letter
85,o p q r,o p q r s,k l m n,k l m n o,,letter_analogy_add_letter
86,l m n o,l m n o p,c d e f,c d e f g,,letter_analogy_add_letter
87,d e f g,d e f g h,c d e f,c d e f g,,letter_analogy_add_letter
88,d e f g,d e f g h,k l m n,k l m n o,,letter_analogy_add_letter
89,b c d e,b c d e f,g h i j,g h i j k,,letter_analogy_add_letter
90,h i j k,h i j k l,b c d e,b c d e f,,letter_analogy_add_letter
91,r s t u,r s t u v,a b c d,a b c d e,,letter_analogy_add_letter
92,i j k l,i j k l m,k l m n,k l m n o,,letter_analogy_add_letter
93,a b c d,a b c d e,m n o p,m n o p q,,letter_analogy_add_letter
94,j k l m,j k l m n,l m n o,l m n o p,,letter_analogy_add_letter
95,h i j k,h i j k l,a b c d,a b c d e,,letter_analogy_add_letter
96,s t u v,s t u v w,p q r s,p q r s t,,letter_analogy_add_letter
97,a b c d,a b c d e,s t u v,s t u v w,,letter_analogy_add_letter
98,f g h i,f g h i j,s t u v,s t u v w,,letter_analogy_add_letter
99,c d e f,c d e f g,g h i j,g h i j k,,letter_analogy_add_letter
