,target,source,targ_word,src_word,alternatives,analogy_type
76,m n o p,l n o p,h j l n p r t v,f j l n p r t v,,letter_analogy_2gen_split3
77,f g h i,e g h i,15 15 16 16 17 17 18 18,14 14 16 16 17 17 18 18,,letter_analogy_2gen_split3
78,s r t u v,r s t u v,10 10 9 9 11 11 12 12 13 13,9 9 10 10 11 11 12 12 13 13,,letter_analogy_2gen_split3
79,u v w x,u v w x y,10 0 11 0 12 0 13 0,10 0 11 0 12 0 13 0 14 0,,letter_analogy_2gen_split3
80,n m l o p,l m n o p,6 0 9 0 8 0 7 0 10 0,6 0 7 0 8 0 9 0 10 0,,letter_analogy_2gen_split3
81,i j k l,h j k l,m k i g,o k i g,,letter_analogy_2gen_split3
82,l m n o,l m n p,e x d x c x b x,e x d x c x a x,,letter_analogy_2gen_split3
83,n o p q,m o p q,b b c c d d e e f f g g h h i i,a a c c d d e e f f g g h h i i,,letter_analogy_2gen_split3
84,q r s t u u,q r s t u,7 6 6 5 4 3,7 6 5 4 3,,letter_analogy_2gen_split3
85,f g h c j,f g h i j,11 0 12 0 13 0 5 0 15 0,11 0 12 0 13 0 14 0 15 0,,letter_analogy_2gen_split3
86,f g h i,f g h j,a a c c e e g g,a a c c e e i i,,letter_analogy_2gen_split3
87,t v u w x,t u v w x,17 13 15 11 19,11 13 15 17 19,,letter_analogy_2gen_split3
88,b c d e,b c d e f,g g x x h h x x i i x x j j x x,g g x x h h x x i i x x j j x x k k x x,,letter_analogy_2gen_split3
89,p q r s,p q r t,a a x x b b x x c c x x d d x x,a a x x b b x x c c x x e e x x,,letter_analogy_2gen_split3
90,l m n w p,l m n o p,m l x j i h g f e,m l k j i h g f e,,letter_analogy_2gen_split3
91,p m n o l,l m n o p,13 0 14 0 15 0 17 0 16 0,13 0 14 0 15 0 16 0 17 0,,letter_analogy_2gen_split3
92,r s t u,r s t u v,h j l n p r t v,h j l n p r t v x,,letter_analogy_2gen_split3
93,k o m n l,k l m n o,h h g g f f d d e e,h h g g f f e e d d,,letter_analogy_2gen_split3
94,k l m n x,k l m n o,i x k x m x o x p x,i x k x m x o x q x,,letter_analogy_2gen_split3
95,r s t u,r s t v,n x o x p x q x r x s x t x u x,n x o x p x q x r x s x t x v x,,letter_analogy_2gen_split3
96,q r s t,q r s t u,w v u t s r q p,w v u t s r q p o,,letter_analogy_2gen_split3
97,o p q r,o p q r s,20 19 18 17,20 19 18 17 16,,letter_analogy_2gen_split3
98,b c d e f f,b c d e f,14 16 18 20 22 22,14 16 18 20 22,,letter_analogy_2gen_split3
99,u q w x y,u v w x y,g g f f q q d d c c,g g f f e e d d c c,,letter_analogy_2gen_split3
