,target,source,targ_word,src_word,alternatives,analogy_type
124,mad,madder,nasty,nastier,,I03 [adj - comparative]
125,nasty,nastier,nice,nicer,,I03 [adj - comparative]
126,nice,nicer,strong,stronger,,I03 [adj - comparative]
127,strong,stronger,happy,happier,,I03 [adj - comparative]
128,happy,happier,rocky,rockier,,I03 [adj - comparative]
129,rocky,rockier,sunny,sunnier,,I03 [adj - comparative]
130,sunny,sunnier,tricky,trickier,,I03 [adj - comparative]
131,tricky,trickier,sad,sadder,,I03 [adj - comparative]
132,sad,sadder,neat,neater,,I03 [adj - comparative]
133,neat,neater,tasty,tastier,,I03 [adj - comparative]
134,tasty,tastier,fierce,fiercer,,I03 [adj - comparative]
135,fierce,fiercer,harsh,harsher,,I03 [adj - comparative]
136,harsh,harsher,noisy,noisier,,I03 [adj - comparative]
137,noisy,noisier,hot,hotter,,I03 [adj - comparative]
138,hot,hotter,proud,prouder,,I03 [adj - comparative]
139,proud,prouder,tiny,tinier,,I03 [adj - comparative]
140,tiny,tinier,mild,milder,,I03 [adj - comparative]
141,mild,milder,weak,weaker,,I03 [adj - comparative]
142,weak,weaker,hardy,hardier,,I03 [adj - comparative]
143,hardy,hardier,merry,merrier,,I03 [adj - comparative]
144,merry,merrier,rude,ruder,,I03 [adj - comparative]
145,subtle,subtlest,rude,rudest,,I04 [adj - superlative]
146,rude,rudest,able,ablest,,I04 [adj - superlative]
147,able,ablest,proud,proudest,,I04 [adj - superlative]
148,proud,proudest,nasty,nastiest,,I04 [adj - superlative]
149,nasty,nastiest,tasty,tastiest,,I04 [adj - superlative]
150,tasty,tastiest,dumb,dumbest,,I04 [adj - superlative]
151,dumb,dumbest,noisy,noisiest,,I04 [adj - superlative]
152,noisy,noisiest,scary,scariest,,I04 [adj - superlative]
153,scary,scariest,strong,strongest,,I04 [adj - superlative]
154,strong,strongest,handy,handiest,,I04 [adj - superlative]
155,handy,handiest,lazy,laziest,,I04 [adj - superlative]
156,lazy,laziest,ugly,ugliest,,I04 [adj - superlative]
157,ugly,ugliest,clever,cleverest,,I04 [adj - superlative]
158,clever,cleverest,tricky,trickiest,,I04 [adj - superlative]
159,tricky,trickiest,angry,angriest,,I04 [adj - superlative]
160,angry,angriest,rare,rarest,,I04 [adj - superlative]
161,rare,rarest,weak,weakest,,I04 [adj - superlative]
162,weak,weakest,pure,purest,,I04 [adj - superlative]
163,pure,purest,neat,neatest,,I04 [adj - superlative]
164,neat,neatest,risky,riskiest,,I04 [adj - superlative]
165,risky,riskiest,sunny,sunniest,,I04 [adj - superlative]
166,sunny,sunniest,vague,vaguest,,I04 [adj - superlative]
167,vague,vaguest,sexy,sexiest,,I04 [adj - superlative]
168,sexy,sexiest,hungry,hungriest,,I04 [adj - superlative]
169,hungry,hungriest,cheap,cheapest,,I04 [adj - superlative]
170,cheap,cheapest,lucky,luckiest,,I04 [adj - superlative]
171,lucky,luckiest,nice,nicest,,I04 [adj - superlative]
172,nice,nicest,huge,hugest,,I04 [adj - superlative]
173,huge,hugest,sad,saddest,,I04 [adj - superlative]
174,sad,saddest,strict,strictest,,I04 [adj - superlative]
175,strict,strictest,happy,happiest,,I04 [adj - superlative]
176,happy,happiest,lengthy,lengthiest,,I04 [adj - superlative]
177,lengthy,lengthiest,weird,weirdest,,I04 [adj - superlative]
178,weird,weirdest,hot,hottest,,I04 [adj - superlative]
179,hot,hottest,harsh,harshest,,I04 [adj - superlative]
180,harsh,harshest,mild,mildest,,I04 [adj - superlative]
181,mild,mildest,healthy,healthiest,,I04 [adj - superlative]
182,healthy,healthiest,polite,politest,,I04 [adj - superlative]
183,polite,politest,dense,densest,,I04 [adj - superlative]
184,dense,densest,cruel,cruelest,,I04 [adj - superlative]
185,cruel,cruelest,tiny,tiniest,,I04 [adj - superlative]
186,tiny,tiniest,wealthy,wealthiest,,I04 [adj - superlative]
187,wealthy,wealthiest,fierce,fiercest,,I04 [adj - superlative]
188,fierce,fiercest,shiny,shiniest,,I04 [adj - superlative]
189,shiny,shiniest,merry,merriest,,I04 [adj - superlative]
190,merry,merriest,cute,cutest,,I04 [adj - superlative]
191,cute,cutest,hardy,hardiest,,I04 [adj - superlative]
192,hardy,hardiest,strange,strangest,,I04 [adj - superlative]
193,strange,strangest,costly,costliest,,I04 [adj - superlative]
194,appear,appears,develop,develops,,I05 [verb_inf - 3pSg]
195,develop,develops,exist,exists,,I05 [verb_inf - 3pSg]
196,exist,exists,tell,tells,,I05 [verb_inf - 3pSg]
197,tell,tells,enable,enables,,I05 [verb_inf - 3pSg]
198,enable,enables,learn,learns,,I05 [verb_inf - 3pSg]
199,learn,learns,require,requires,,I05 [verb_inf - 3pSg]
200,require,requires,remain,remains,,I05 [verb_inf - 3pSg]
201,remain,remains,receive,receives,,I05 [verb_inf - 3pSg]
202,receive,receives,refer,refers,,I05 [verb_inf - 3pSg]
203,refer,refers,consider,considers,,I05 [verb_inf - 3pSg]
204,consider,considers,suggest,suggests,,I05 [verb_inf - 3pSg]
205,suggest,suggests,prevent,prevents,,I05 [verb_inf - 3pSg]
206,prevent,prevents,apply,applies,,I05 [verb_inf - 3pSg]
207,apply,applies,send,sends,,I05 [verb_inf - 3pSg]
208,send,sends,add,adds,,I05 [verb_inf - 3pSg]
209,add,adds,agree,agrees,,I05 [verb_inf - 3pSg]
210,agree,agrees,occur,occurs,,I05 [verb_inf - 3pSg]
211,occur,occurs,reduce,reduces,,I05 [verb_inf - 3pSg]
212,reduce,reduces,ensure,ensures,,I05 [verb_inf - 3pSg]
213,ensure,ensures,remember,remembers,,I05 [verb_inf - 3pSg]
214,remember,remembers,create,creates,,I05 [verb_inf - 3pSg]
215,create,creates,improve,improves,,I05 [verb_inf - 3pSg]
216,improve,improves,include,includes,,I05 [verb_inf - 3pSg]
217,include,includes,identify,identifies,,I05 [verb_inf - 3pSg]
218,identify,identifies,enjoy,enjoys,,I05 [verb_inf - 3pSg]
219,enjoy,enjoys,provide,provides,,I05 [verb_inf - 3pSg]
220,provide,provides,operate,operates,,I05 [verb_inf - 3pSg]
221,operate,operates,accept,accepts,,I05 [verb_inf - 3pSg]
222,accept,accepts,hear,hears,,I05 [verb_inf - 3pSg]
223,hear,hears,continue,continues,,I05 [verb_inf - 3pSg]
224,continue,continues,understand,understands,,I05 [verb_inf - 3pSg]
225,understand,understands,describe,describes,,I05 [verb_inf - 3pSg]
226,describe,describes,consist,consists,,I05 [verb_inf - 3pSg]
227,consist,consists,follow,follows,,I05 [verb_inf - 3pSg]
228,follow,follows,protect,protects,,I05 [verb_inf - 3pSg]
229,protect,protects,seem,seems,,I05 [verb_inf - 3pSg]
230,seem,seems,involve,involves,,I05 [verb_inf - 3pSg]
231,involve,involves,represent,represents,,I05 [verb_inf - 3pSg]
232,represent,represents,achieve,achieves,,I05 [verb_inf - 3pSg]
233,achieve,achieves,avoid,avoids,,I05 [verb_inf - 3pSg]
234,avoid,avoids,become,becomes,,I05 [verb_inf - 3pSg]
235,become,becomes,explain,explains,,I05 [verb_inf - 3pSg]
236,explain,explains,ask,asks,,I05 [verb_inf - 3pSg]
237,ask,asks,contain,contains,,I05 [verb_inf - 3pSg]
238,contain,contains,happen,happens,,I05 [verb_inf - 3pSg]
239,happen,happens,maintain,maintains,,I05 [verb_inf - 3pSg]
240,maintain,maintains,promote,promotes,,I05 [verb_inf - 3pSg]
241,promote,promotes,believe,believes,,I05 [verb_inf - 3pSg]
242,believe,believes,allow,allows,,I05 [verb_inf - 3pSg]
243,establish,establishing,happen,happening,,I06 [verb_inf - Ving]
244,happen,happening,follow,following,,I06 [verb_inf - Ving]
245,follow,following,spend,spending,,I06 [verb_inf - Ving]
246,spend,spending,create,creating,,I06 [verb_inf - Ving]
247,create,creating,add,adding,,I06 [verb_inf - Ving]
248,add,adding,tell,telling,,I06 [verb_inf - Ving]
249,tell,telling,refer,referring,,I06 [verb_inf - Ving]
250,refer,referring,understand,understanding,,I06 [verb_inf - Ving]
251,understand,understanding,manage,managing,,I06 [verb_inf - Ving]
252,manage,managing,learn,learning,,I06 [verb_inf - Ving]
253,learn,learning,teach,teaching,,I06 [verb_inf - Ving]
254,teach,teaching,perform,performing,,I06 [verb_inf - Ving]
255,perform,performing,avoid,avoiding,,I06 [verb_inf - Ving]
256,avoid,avoiding,reduce,reducing,,I06 [verb_inf - Ving]
257,reduce,reducing,prevent,preventing,,I06 [verb_inf - Ving]
258,prevent,preventing,appear,appearing,,I06 [verb_inf - Ving]
259,appear,appearing,ask,asking,,I06 [verb_inf - Ving]
260,ask,asking,become,becoming,,I06 [verb_inf - Ving]
261,become,becoming,maintain,maintaining,,I06 [verb_inf - Ving]
262,maintain,maintaining,apply,applying,,I06 [verb_inf - Ving]
263,apply,applying,involve,involving,,I06 [verb_inf - Ving]
264,involve,involving,operate,operating,,I06 [verb_inf - Ving]
265,operate,operating,develop,developing,,I06 [verb_inf - Ving]
266,develop,developing,expect,expecting,,I06 [verb_inf - Ving]
267,expect,expecting,require,requiring,,I06 [verb_inf - Ving]
268,require,requiring,enjoy,enjoying,,I06 [verb_inf - Ving]
269,enjoy,enjoying,exist,existing,,I06 [verb_inf - Ving]
270,exist,existing,attend,attending,,I06 [verb_inf - Ving]
271,attend,attending,allow,allowing,,I06 [verb_inf - Ving]
272,allow,allowing,promote,promoting,,I06 [verb_inf - Ving]
273,promote,promoting,receive,receiving,,I06 [verb_inf - Ving]
274,receive,receiving,encourage,encouraging,,I06 [verb_inf - Ving]
275,encourage,encouraging,improve,improving,,I06 [verb_inf - Ving]
276,improve,improving,represent,representing,,I06 [verb_inf - Ving]
277,represent,representing,identify,identifying,,I06 [verb_inf - Ving]
278,identify,identifying,seem,seeming,,I06 [verb_inf - Ving]
279,seem,seeming,include,including,,I06 [verb_inf - Ving]
280,include,including,protect,protecting,,I06 [verb_inf - Ving]
281,protect,protecting,provide,providing,,I06 [verb_inf - Ving]
282,provide,providing,continue,continuing,,I06 [verb_inf - Ving]
283,continue,continuing,believe,believing,,I06 [verb_inf - Ving]
284,believe,believing,ensure,ensuring,,I06 [verb_inf - Ving]
285,ensure,ensuring,achieve,achieving,,I06 [verb_inf - Ving]
286,achieve,achieving,sit,sitting,,I06 [verb_inf - Ving]
287,sit,sitting,remember,remembering,,I06 [verb_inf - Ving]
288,remember,remembering,contain,containing,,I06 [verb_inf - Ving]
289,contain,containing,lose,losing,,I06 [verb_inf - Ving]
290,lose,losing,consider,considering,,I06 [verb_inf - Ving]
291,consider,considering,remain,remaining,,I06 [verb_inf - Ving]
292,expect,expected,appear,appeared,,I07 [verb_inf - Ved]
293,appear,appeared,lose,lost,"['bewildered', 'trapped', 'desperate']",I07 [verb_inf - Ved]
294,lose,lost,manage,managed,,I07 [verb_inf - Ved]
295,manage,managed,provide,provided,,I07 [verb_inf - Ved]
296,provide,provided,include,included,,I07 [verb_inf - Ved]
297,include,included,become,became,,I07 [verb_inf - Ved]
298,become,became,develop,developed,,I07 [verb_inf - Ved]
299,develop,developed,identify,identified,,I07 [verb_inf - Ved]
300,identify,identified,improve,improved,,I07 [verb_inf - Ved]
301,improve,improved,follow,followed,,I07 [verb_inf - Ved]
302,follow,followed,attend,attended,,I07 [verb_inf - Ved]
303,attend,attended,describe,described,,I07 [verb_inf - Ved]
304,describe,described,add,added,,I07 [verb_inf - Ved]
305,add,added,tell,told,,I07 [verb_inf - Ved]
306,tell,told,hear,heard,,I07 [verb_inf - Ved]
307,hear,heard,introduce,introduced,,I07 [verb_inf - Ved]
308,introduce,introduced,publish,published,,I07 [verb_inf - Ved]
309,publish,published,ensure,ensured,,I07 [verb_inf - Ved]
310,ensure,ensured,create,created,,I07 [verb_inf - Ved]
311,create,created,spend,spent,,I07 [verb_inf - Ved]
312,spend,spent,allow,allowed,,I07 [verb_inf - Ved]
313,allow,allowed,establish,established,,I07 [verb_inf - Ved]
314,establish,established,enjoy,enjoyed,,I07 [verb_inf - Ved]
315,enjoy,enjoyed,reduce,reduced,,I07 [verb_inf - Ved]
316,reduce,reduced,refer,referred,,I07 [verb_inf - Ved]
317,refer,referred,understand,understood,,I07 [verb_inf - Ved]
318,understand,understood,replace,replaced,,I07 [verb_inf - Ved]
319,replace,replaced,achieve,achieved,,I07 [verb_inf - Ved]
320,achieve,achieved,continue,continued,,I07 [verb_inf - Ved]
321,continue,continued,perform,performed,,I07 [verb_inf - Ved]
322,perform,performed,marry,married,,I07 [verb_inf - Ved]
323,marry,married,receive,received,,I07 [verb_inf - Ved]
324,receive,received,consider,considered,,I07 [verb_inf - Ved]
325,consider,considered,decide,decided,,I07 [verb_inf - Ved]
326,decide,decided,require,required,,I07 [verb_inf - Ved]
327,require,required,apply,applied,,I07 [verb_inf - Ved]
328,apply,applied,relate,related,,I07 [verb_inf - Ved]
329,relate,related,discover,discovered,,I07 [verb_inf - Ved]
330,discover,discovered,announce,announced,,I07 [verb_inf - Ved]
331,announce,announced,locate,located,,I07 [verb_inf - Ved]
332,locate,located,remain,remained,,I07 [verb_inf - Ved]
333,remain,remained,involve,involved,,I07 [verb_inf - Ved]
334,involve,involved,unite,united,,I07 [verb_inf - Ved]
335,unite,united,seem,seemed,,I07 [verb_inf - Ved]
336,seem,seemed,ask,asked,,I07 [verb_inf - Ved]
337,ask,asked,agree,agreed,,I07 [verb_inf - Ved]
338,agree,agreed,accept,accepted,,I07 [verb_inf - Ved]
339,accept,accepted,believe,believed,,I07 [verb_inf - Ved]
340,believe,believed,send,sent,,I07 [verb_inf - Ved]
341,becoming,becomes,reducing,reduces,,I08 [verb_Ving - 3pSg]
342,reducing,reduces,thanking,thanks,,I08 [verb_Ving - 3pSg]
343,thanking,thanks,improving,improves,,I08 [verb_Ving - 3pSg]
344,improving,improves,promoting,promotes,,I08 [verb_Ving - 3pSg]
345,promoting,promotes,following,follows,,I08 [verb_Ving - 3pSg]
346,following,follows,spending,spends,,I08 [verb_Ving - 3pSg]
347,spending,spends,requiring,requires,,I08 [verb_Ving - 3pSg]
348,requiring,requires,including,includes,,I08 [verb_Ving - 3pSg]
349,including,includes,referring,refers,,I08 [verb_Ving - 3pSg]
350,referring,refers,existing,exists,,I08 [verb_Ving - 3pSg]
351,existing,exists,describing,describes,,I08 [verb_Ving - 3pSg]
352,describing,describes,managing,manages,,I08 [verb_Ving - 3pSg]
353,managing,manages,involving,involves,,I08 [verb_Ving - 3pSg]
354,involving,involves,understanding,understands,,I08 [verb_Ving - 3pSg]
355,understanding,understands,continuing,continues,,I08 [verb_Ving - 3pSg]
356,continuing,continues,suggesting,suggests,,I08 [verb_Ving - 3pSg]
357,suggesting,suggests,believing,believes,,I08 [verb_Ving - 3pSg]
358,believing,believes,allowing,allows,,I08 [verb_Ving - 3pSg]
359,allowing,allows,occurring,occurs,,I08 [verb_Ving - 3pSg]
360,occurring,occurs,enabling,enables,,I08 [verb_Ving - 3pSg]
361,enabling,enables,happening,happens,,I08 [verb_Ving - 3pSg]
362,happening,happens,publishing,publishes,,I08 [verb_Ving - 3pSg]
363,publishing,publishes,representing,represents,,I08 [verb_Ving - 3pSg]
364,representing,represents,providing,provides,,I08 [verb_Ving - 3pSg]
365,providing,provides,receiving,receives,,I08 [verb_Ving - 3pSg]
366,receiving,receives,hearing,hears,,I08 [verb_Ving - 3pSg]
367,hearing,hears,sitting,sits,,I08 [verb_Ving - 3pSg]
368,sitting,sits,developing,develops,,I08 [verb_Ving - 3pSg]
369,developing,develops,telling,tells,,I08 [verb_Ving - 3pSg]
370,telling,tells,asking,asks,,I08 [verb_Ving - 3pSg]
371,asking,asks,containing,contains,,I08 [verb_Ving - 3pSg]
372,containing,contains,creating,creates,,I08 [verb_Ving - 3pSg]
373,creating,creates,applying,applies,,I08 [verb_Ving - 3pSg]
374,applying,applies,consisting,consists,,I08 [verb_Ving - 3pSg]
375,consisting,consists,seeming,seems,,I08 [verb_Ving - 3pSg]
376,seeming,seems,performing,performs,,I08 [verb_Ving - 3pSg]
377,performing,performs,learning,learns,,I08 [verb_Ving - 3pSg]
378,learning,learns,advertising,advertises,,I08 [verb_Ving - 3pSg]
379,advertising,advertises,considering,considers,,I08 [verb_Ving - 3pSg]
380,considering,considers,losing,loses,,I08 [verb_Ving - 3pSg]
381,losing,loses,discovering,discovers,,I08 [verb_Ving - 3pSg]
382,discovering,discovers,remaining,remains,,I08 [verb_Ving - 3pSg]
383,remaining,remains,appearing,appears,,I08 [verb_Ving - 3pSg]
384,appearing,appears,teaching,teaches,,I08 [verb_Ving - 3pSg]
385,teaching,teaches,depending,depends,,I08 [verb_Ving - 3pSg]
386,depending,depends,adding,adds,,I08 [verb_Ving - 3pSg]
387,adding,adds,relating,relates,,I08 [verb_Ving - 3pSg]
388,relating,relates,explaining,explains,,I08 [verb_Ving - 3pSg]
389,explaining,explains,operating,operates,,I08 [verb_Ving - 3pSg]
390,spending,spent,understanding,understood,,I09 [verb_Ving - Ved]
391,understanding,understood,proposing,proposed,,I09 [verb_Ving - Ved]
392,proposing,proposed,considering,considered,,I09 [verb_Ving - Ved]
393,considering,considered,losing,lost,"['bewildered', 'trapped', 'desperate']",I09 [verb_Ving - Ved]
394,losing,lost,reducing,reduced,,I09 [verb_Ving - Ved]
395,reducing,reduced,hearing,heard,,I09 [verb_Ving - Ved]
396,hearing,heard,applying,applied,,I09 [verb_Ving - Ved]
397,applying,applied,appointing,appointed,,I09 [verb_Ving - Ved]
398,appointing,appointed,locating,located,,I09 [verb_Ving - Ved]
399,locating,located,continuing,continued,,I09 [verb_Ving - Ved]
400,continuing,continued,attending,attended,,I09 [verb_Ving - Ved]
401,attending,attended,becoming,became,,I09 [verb_Ving - Ved]
402,becoming,became,establishing,established,,I09 [verb_Ving - Ved]
403,establishing,established,managing,managed,,I09 [verb_Ving - Ved]
404,managing,managed,replacing,replaced,,I09 [verb_Ving - Ved]
405,replacing,replaced,involving,involved,,I09 [verb_Ving - Ved]
406,involving,involved,agreeing,agreed,,I09 [verb_Ving - Ved]
407,agreeing,agreed,publishing,published,,I09 [verb_Ving - Ved]
408,publishing,published,remaining,remained,,I09 [verb_Ving - Ved]
409,remaining,remained,sending,sent,,I09 [verb_Ving - Ved]
410,sending,sent,representing,represented,,I09 [verb_Ving - Ved]
411,representing,represented,expecting,expected,,I09 [verb_Ving - Ved]
412,expecting,expected,creating,created,,I09 [verb_Ving - Ved]
413,creating,created,introducing,introduced,,I09 [verb_Ving - Ved]
414,introducing,introduced,containing,contained,,I09 [verb_Ving - Ved]
415,containing,contained,deciding,decided,,I09 [verb_Ving - Ved]
416,deciding,decided,marrying,married,,I09 [verb_Ving - Ved]
417,marrying,married,relating,related,,I09 [verb_Ving - Ved]
418,relating,related,asking,asked,,I09 [verb_Ving - Ved]
419,asking,asked,requiring,required,,I09 [verb_Ving - Ved]
420,requiring,required,existing,existed,,I09 [verb_Ving - Ved]
421,existing,existed,failing,failed,,I09 [verb_Ving - Ved]
422,failing,failed,allowing,allowed,,I09 [verb_Ving - Ved]
423,allowing,allowed,following,followed,,I09 [verb_Ving - Ved]
424,following,followed,uniting,united,,I09 [verb_Ving - Ved]
425,uniting,united,suffering,suffered,,I09 [verb_Ving - Ved]
426,suffering,suffered,developing,developed,,I09 [verb_Ving - Ved]
427,developing,developed,appearing,appeared,,I09 [verb_Ving - Ved]
428,appearing,appeared,performing,performed,,I09 [verb_Ving - Ved]
429,performing,performed,adding,added,,I09 [verb_Ving - Ved]
430,adding,added,operating,operated,,I09 [verb_Ving - Ved]
431,operating,operated,describing,described,,I09 [verb_Ving - Ved]
432,describing,described,receiving,received,,I09 [verb_Ving - Ved]
433,receiving,received,including,included,,I09 [verb_Ving - Ved]
434,including,included,teaching,taught,,I09 [verb_Ving - Ved]
435,teaching,taught,telling,told,,I09 [verb_Ving - Ved]
436,telling,told,improving,improved,,I09 [verb_Ving - Ved]
437,improving,improved,announcing,announced,,I09 [verb_Ving - Ved]
438,announcing,announced,providing,provided,,I09 [verb_Ving - Ved]
439,intends,intended,marries,married,,I10 [verb_3pSg - Ved]
440,marries,married,proposes,proposed,,I10 [verb_3pSg - Ved]
441,proposes,proposed,develops,developed,,I10 [verb_3pSg - Ved]
442,develops,developed,adds,added,,I10 [verb_3pSg - Ved]
443,adds,added,performs,performed,,I10 [verb_3pSg - Ved]
444,performs,performed,represents,represented,,I10 [verb_3pSg - Ved]
445,represents,represented,includes,included,,I10 [verb_3pSg - Ved]
446,includes,included,applies,applied,,I10 [verb_3pSg - Ved]
447,applies,applied,consists,consisted,,I10 [verb_3pSg - Ved]
448,consists,consisted,continues,continued,,I10 [verb_3pSg - Ved]
