,target,source,targ_word,src_word,alternatives,analogy_type
31,g h i,g h j,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
32,l m n,l m o,love like dislike,love like hate,,letter_analogy_realworld_succ
33,r s t,r s u,love like dislike,love like hate,,letter_analogy_realworld_succ
34,r s t,r s u,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
35,q r s,q r t,jack queen king,jack queen ace,,letter_analogy_realworld_succ
36,m n o,m n p,love like dislike,love like hate,,letter_analogy_realworld_succ
37,r s t,r s u,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
38,u v w,u v x,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
39,a b c,a b d,second minute hour,second minute day,,letter_analogy_realworld_succ
40,d e f,d e g,jack queen king,jack queen ace,,letter_analogy_realworld_succ
41,p q r,p q s,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
42,d e f,d e g,love like dislike,love like hate,,letter_analogy_realworld_succ
43,n o p,n o q,second minute hour,second minute day,,letter_analogy_realworld_succ
44,e f g,e f h,second minute hour,second minute day,,letter_analogy_realworld_succ
45,o p q,o p r,second minute hour,second minute day,,letter_analogy_realworld_succ
46,m n o,m n p,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
47,a b c,a b d,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
48,q r s,q r t,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
49,c d e,c d f,second minute hour,second minute day,,letter_analogy_realworld_succ
50,e f g,e f h,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
51,n o p,n o q,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
52,p q r,p q s,second minute hour,second minute day,,letter_analogy_realworld_succ
53,i j k,i j l,love like dislike,love like hate,,letter_analogy_realworld_succ
54,t u v,t u w,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
55,o p q,o p r,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
56,i j k,i j l,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
57,h i j,h i k,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
58,c d e,c d f,jack queen king,jack queen ace,,letter_analogy_realworld_succ
59,w x y,w x z,love like dislike,love like hate,,letter_analogy_realworld_succ
60,h i j,h i k,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
61,v w x,v w y,second minute hour,second minute day,,letter_analogy_realworld_succ
62,i j k,i j l,second minute hour,second minute day,,letter_analogy_realworld_succ
63,r s t,r s u,jack queen king,jack queen ace,,letter_analogy_realworld_succ
64,s t u,s t v,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
65,s t u,s t v,jack queen king,jack queen ace,,letter_analogy_realworld_succ
66,l m n,l m o,jack queen king,jack queen ace,,letter_analogy_realworld_succ
67,e f g,e f h,love like dislike,love like hate,,letter_analogy_realworld_succ
68,n o p,n o q,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
69,u v w,u v x,jack queen king,jack queen ace,,letter_analogy_realworld_succ
70,k l m,k l n,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
71,b c d,b c e,love like dislike,love like hate,,letter_analogy_realworld_succ
72,v w x,v w y,love like dislike,love like hate,,letter_analogy_realworld_succ
73,v w x,v w y,jack queen king,jack queen ace,,letter_analogy_realworld_succ
74,d e f,d e g,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
75,a b c,a b d,love like dislike,love like hate,,letter_analogy_realworld_succ
76,m n o,m n p,jack queen king,jack queen ace,,letter_analogy_realworld_succ
77,j k l,j k m,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
78,b c d,b c e,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
79,f g h,f g i,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
80,j k l,j k m,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
81,p q r,p q s,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
82,u v w,u v x,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
83,l m n,l m o,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
84,u v w,u v x,love like dislike,love like hate,,letter_analogy_realworld_succ
85,k l m,k l n,love like dislike,love like hate,,letter_analogy_realworld_succ
86,o p q,o p r,jack queen king,jack queen ace,,letter_analogy_realworld_succ
87,h i j,h i k,second minute hour,second minute day,,letter_analogy_realworld_succ
88,c d e,c d f,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
89,b c d,b c e,penny nickel dime,penny nickel quarter,,letter_analogy_realworld_succ
90,r s t,r s u,second minute hour,second minute day,,letter_analogy_realworld_succ
91,f g h,f g i,second minute hour,second minute day,,letter_analogy_realworld_succ
92,k l m,k l n,second minute hour,second minute day,,letter_analogy_realworld_succ
93,b c d,b c e,second minute hour,second minute day,,letter_analogy_realworld_succ
94,q r s,q r t,second minute hour,second minute day,,letter_analogy_realworld_succ
95,m n o,m n p,second minute hour,second minute day,,letter_analogy_realworld_succ
96,i j k,i j l,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
97,t u v,t u w,love like dislike,love like hate,,letter_analogy_realworld_succ
98,e f g,e f h,jack queen king,jack queen ace,,letter_analogy_realworld_succ
99,f g h,f g i,cold cool warm,cold cool hot,,letter_analogy_realworld_succ
