,target,source,targ_word,src_word,alternatives,analogy_type
17,s t u v,s t u v w,8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15,8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16,,letter_analogy_3gen_split6
18,j i h k l,h i j k l,11 10 4 8 7 6 5 9 3,11 10 9 8 7 6 5 4 3,,letter_analogy_3gen_split6
19,o p q r s s,o p q r s,f f x x h h x x j j x x l l x x l l x x n n x x,f f x x h h x x j j x x l l x x n n x x,,letter_analogy_3gen_split6
20,b c c d e f,b c d e f,s q o o m k i g e c,s q o m k i g e c,,letter_analogy_3gen_split6
21,e f g h,d f g h,h h j j l l n n p p r r t t v v,f f j j l l n n p p r r t t v v,,letter_analogy_3gen_split6
22,n o p q,m o p q,p p x x q q x x r r x x s s x x t t x x u u x x v v x x w w x x,o o x x q q x x r r x x s s x x t t x x u u x x v v x x w w x x,,letter_analogy_3gen_split6
23,d e n g h,d e f g h,18 18 20 20 22 22 24 24 13 13,18 18 20 20 22 22 24 24 26 26,,letter_analogy_3gen_split6
24,d e f g,c e f g,t x r x p x n x,v x r x p x n x,,letter_analogy_3gen_split6
25,d e f g h h,d e f g h,11 10 9 8 7 6 5 4 3 3,11 10 9 8 7 6 5 4 3,,letter_analogy_3gen_split6
26,m n o p,m n o q,n x m x l x k x j x i x h x g x,n x m x l x k x j x i x h x f x,,letter_analogy_3gen_split6
27,u v w x,t v w x,7 0 6 0 5 0 4 0,8 0 6 0 5 0 4 0,,letter_analogy_3gen_split6
28,m n o p,l n o p,15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22,14 14 16 16 17 17 18 18 19 19 20 20 21 21 22 22,,letter_analogy_3gen_split6
29,h i j k,g i j k,h h g g f f e e d d c c b b a a,i i g g f f e e d d c c b b a a,,letter_analogy_3gen_split6
30,d e y g h,d e f g h,s x q x o x m x w x,s x q x o x m x k x,,letter_analogy_3gen_split6
31,q r s t,p r s t,x v t r p n l j,z v t r p n l j,,letter_analogy_3gen_split6
32,p q r s,o q r s,j x i x h x g x f x e x d x c x,k x i x h x g x f x e x d x c x,,letter_analogy_3gen_split6
33,k l m n,j l m n,l x k x j x i x h x g x f x e x,m x k x j x i x h x g x f x e x,,letter_analogy_3gen_split6
34,b c g e f,b c d e f,e e x x t t x x v v x x x x x x z z x x,r r x x t t x x v v x x x x x x z z x x,,letter_analogy_3gen_split6
35,h i k j l,h i j k l,i i k k m m o o q q w w u u s s y y,i i k k m m o o q q s s u u w w y y,,letter_analogy_3gen_split6
36,f g g h i j,f g h i j,u s q o m k i i g e,u s q o m k i g e,,letter_analogy_3gen_split6
37,b c d e,a c d e,l l j j h h f f,n n j j h h f f,,letter_analogy_3gen_split6
38,f f g h i j,f g h i j,23 21 19 19 17 15,23 21 19 17 15,,letter_analogy_3gen_split6
39,h i j k l l,h i j k l,q q p p o o n n m m m m l l k k j j i i,q q p p o o n n m m l l k k j j i i,,letter_analogy_3gen_split6
40,a b c d,a b c e,k x i x g x e x,k x i x g x c x,,letter_analogy_3gen_split6
41,e f g q i,e f g h i,b b x x o o x x f f x x h h x x j j x x,b b x x d d x x f f x x h h x x j j x x,,letter_analogy_3gen_split6
42,i g h f j,f g h i j,t x l x p x n x r x,t x r x p x n x l x,,letter_analogy_3gen_split6
43,b c d e,b c d f,n n x x p p x x r r x x t t x x,n n x x p p x x r r x x v v x x,,letter_analogy_3gen_split6
44,e g h i j,f g h i j,z x x x w x v x u x t x s x r x q x,y x x x w x v x u x t x s x r x q x,,letter_analogy_3gen_split6
45,e f g h,d f g h,g g i i k k m m o o q q s s u u,e e i i k k m m o o q q s s u u,,letter_analogy_3gen_split6
46,t t u v w x,t u v w x,5 5 4 4 4 4 3 3 2 2 1 1,5 5 4 4 3 3 2 2 1 1,,letter_analogy_3gen_split6
47,v w x y,u w x y,p p o o n n m m l l k k j j i i,q q o o n n m m l l k k j j i i,,letter_analogy_3gen_split6
48,r m n o p,l m n o p,24 22 10 18 16,24 22 20 18 16,,letter_analogy_3gen_split6
49,w x y z,v x y z,6 0 8 0 10 0 12 0,4 0 8 0 10 0 12 0,,letter_analogy_3gen_split6
