,target,source,targ_word,src_word,alternatives,analogy_type
23,b b c d e f,b c d e f,8 8 7 6 5 4,8 7 6 5 4,,letter_analogy_2gen_split4
24,v w q y z,v w x y z,a x b x c x d x e x o x g x h x i x,a x b x c x d x e x f x g x h x i x,,letter_analogy_2gen_split4
25,l m m n o p,l m n o p,q q s s u u w w y y y y,q q s s u u w w y y,,letter_analogy_2gen_split4
26,p q q r s t,p q r s t,k k x x l l x x m m x x m m x x n n x x o o x x,k k x x l l x x m m x x n n x x o o x x,,letter_analogy_2gen_split4
27,k l m n,k l m n o,r r x x s s x x t t x x u u x x,r r x x s s x x t t x x u u x x v v x x,,letter_analogy_2gen_split4
28,l m n o p p,l m n o p,22 22 22 22 23 23 24 24 25 25 26 26,22 22 23 23 24 24 25 25 26 26,,letter_analogy_2gen_split4
29,o p q r,o p q s,g x h x i x j x k x l x m x n x,g x h x i x j x k x l x m x o x,,letter_analogy_2gen_split4
30,i j k l,i j k l m,p o n m l k j i,p o n m l k j i h,,letter_analogy_2gen_split4
31,q r s t,p r s t,10 10 11 11 12 12 13 13,9 9 11 11 12 12 13 13,,letter_analogy_2gen_split4
32,l p n o m,l m n o p,n x j x l x h x p x,h x j x l x n x p x,,letter_analogy_2gen_split4
33,a b c d,a b c d e,23 22 21 20,23 22 21 20 19,,letter_analogy_2gen_split4
34,q r s t x,q r s t u,c c d d e e f f g g h h x x j j k k,c c d d e e f f g g h h i i j j k k,,letter_analogy_2gen_split4
35,k l m n,k l m n o,r p n l,r p n l j,,letter_analogy_2gen_split4
36,t r s q u,q r s t u,13 14 15 19 17 18 16 20 21,13 14 15 16 17 18 19 20 21,,letter_analogy_2gen_split4
37,r y t u v,r s t u v,k x l x m x n x o x y x q x r x s x,k x l x m x n x o x p x q x r x s x,,letter_analogy_2gen_split4
38,k l m n,k l m n o,4 4 5 5 6 6 7 7,4 4 5 5 6 6 7 7 8 8,,letter_analogy_2gen_split4
39,k l m n,k l m o,8 10 12 14,8 10 12 16,,letter_analogy_2gen_split4
40,r s t u,r s t v,j x k x l x m x n x o x p x q x,j x k x l x m x n x o x p x r x,,letter_analogy_2gen_split4
41,g h i j,f h i j,2 3 4 5 6 7 8 9,1 3 4 5 6 7 8 9,,letter_analogy_2gen_split4
42,w x y z,v x y z,u u x x v v x x w w x x x x x x,t t x x v v x x w w x x x x x x,,letter_analogy_2gen_split4
43,c d e f,b d e f,10 11 12 13 14 15 16 17,9 11 12 13 14 15 16 17,,letter_analogy_2gen_split4
44,f g h i,e g h i,2 0 3 0 4 0 5 0,1 0 3 0 4 0 5 0,,letter_analogy_2gen_split4
45,p q r s t t,p q r s t,12 0 12 0 13 0 14 0 15 0 16 0,12 0 13 0 14 0 15 0 16 0,,letter_analogy_2gen_split4
46,j k l m,j k l m n,6 8 10 12,6 8 10 12 14,,letter_analogy_2gen_split4
47,n o p q,m o p q,s s t t u u v v w w x x y y z z,r r t t u u v v w w x x y y z z,,letter_analogy_2gen_split4
48,r s t u,r s t u v,q x r x s x t x u x v x w x x x,q x r x s x t x u x v x w x x x y x,,letter_analogy_2gen_split4
49,q r s t,q r s u,o o n n m m l l,o o n n m m k k,,letter_analogy_2gen_split4
